0
"{'seed': 31, 'average service time': np.float64(29.162528428081906), 'average waiting time': np.float64(81.22914294966809), 'average System time': np.float64(110.39167137775), 'Docotor mean service time': np.float64(6344.281809509977), 'Doctor utilization': np.float64(0.6293930366577359)}"
"{'seed': 32, 'average service time': np.float64(29.172760561919848), 'average waiting time': np.float64(76.50672635973281), 'average System time': np.float64(105.67948692165267), 'Docotor mean service time': np.float64(6277.734321790689), 'Doctor utilization': np.float64(0.6227911033522509)}"
"{'seed': 33, 'average service time': np.float64(29.13328199681536), 'average waiting time': np.float64(75.87450887910333), 'average System time': np.float64(105.0077908759187), 'Docotor mean service time': np.float64(5764.645207750792), 'Doctor utilization': np.float64(0.5718894055308326)}"
"{'seed': 34, 'average service time': np.float64(29.125498005742923), 'average waiting time': np.float64(75.86517807945145), 'average System time': np.float64(104.99067608519438), 'Docotor mean service time': np.float64(5803.701887382094), 'Doctor utilization': np.float64(0.575764076129176)}"
"{'seed': 35, 'average service time': np.float64(29.116777406467325), 'average waiting time': np.float64(76.47225268806174), 'average System time': np.float64(105.58903009452906), 'Docotor mean service time': np.float64(6043.816897146558), 'Doctor utilization': np.float64(0.5995850096375552)}"
"{'seed': 36, 'average service time': np.float64(29.12644377512081), 'average waiting time': np.float64(76.14205732964504), 'average System time': np.float64(105.26850110476586), 'Docotor mean service time': np.float64(5817.6824326529395), 'Doctor utilization': np.float64(0.5771510349854106)}"
"{'seed': 37, 'average service time': np.float64(29.13486783991765), 'average waiting time': np.float64(76.83160386804073), 'average System time': np.float64(105.96647170795839), 'Docotor mean service time': np.float64(6225.216382632381), 'Doctor utilization': np.float64(0.6175809903405141)}"
"{'seed': 38, 'average service time': np.float64(29.12411339493895), 'average waiting time': np.float64(77.80050717024208), 'average System time': np.float64(106.92462056518103), 'Docotor mean service time': np.float64(6314.814353902197), 'Doctor utilization': np.float64(0.6264696779664878)}"
"{'seed': 39, 'average service time': np.float64(29.15015098463126), 'average waiting time': np.float64(77.90854847380801), 'average System time': np.float64(107.05869945843925), 'Docotor mean service time': np.float64(6482.832044204596), 'Doctor utilization': np.float64(0.6431380996234718)}"
"{'seed': 40, 'average service time': np.float64(29.138661724129587), 'average waiting time': np.float64(79.14788592398779), 'average System time': np.float64(108.28654764811739), 'Docotor mean service time': np.float64(6336.233623542897), 'Doctor utilization': np.float64(0.6285946055102081)}"
"{'seed': 41, 'average service time': np.float64(29.150054253334883), 'average waiting time': np.float64(80.01511761555682), 'average System time': np.float64(109.16517186889169), 'Docotor mean service time': np.float64(6238.2782037531015), 'Doctor utilization': np.float64(0.6188768059278871)}"
"{'seed': 42, 'average service time': np.float64(29.122609567646215), 'average waiting time': np.float64(75.54378659921389), 'average System time': np.float64(104.66639616686012), 'Docotor mean service time': np.float64(5754.319240100983), 'Doctor utilization': np.float64(0.5708650039782721)}"
"{'seed': 43, 'average service time': np.float64(29.110535217100725), 'average waiting time': np.float64(76.33520428542919), 'average System time': np.float64(105.44573950252992), 'Docotor mean service time': np.float64(6264.958732584295), 'Doctor utilization': np.float64(0.6215236837881244)}"
"{'seed': 44, 'average service time': np.float64(29.112048063066705), 'average waiting time': np.float64(76.14513645564037), 'average System time': np.float64(105.25718451870705), 'Docotor mean service time': np.float64(5557.078758420537), 'Doctor utilization': np.float64(0.5512974958750533)}"
"{'seed': 45, 'average service time': np.float64(29.121834756797533), 'average waiting time': np.float64(75.99762099330124), 'average System time': np.float64(105.11945575009877), 'Docotor mean service time': np.float64(6185.654846652863), 'Doctor utilization': np.float64(0.6136562347869904)}"
"{'seed': 46, 'average service time': np.float64(29.117221521721167), 'average waiting time': np.float64(75.98455474885942), 'average System time': np.float64(105.1017762705806), 'Docotor mean service time': np.float64(6017.22924676885), 'Doctor utilization': np.float64(0.5969473459096082)}"
"{'seed': 47, 'average service time': np.float64(29.077141867421986), 'average waiting time': np.float64(75.97219207926325), 'average System time': np.float64(105.04933394668525), 'Docotor mean service time': np.float64(5945.535189821948), 'Doctor utilization': np.float64(0.5898348402601139)}"
"{'seed': 48, 'average service time': np.float64(29.076102255020743), 'average waiting time': np.float64(76.04189009968131), 'average System time': np.float64(105.11799235470205), 'Docotor mean service time': np.float64(6043.065601622772), 'Doctor utilization': np.float64(0.5995104763514656)}"
"{'seed': 49, 'average service time': np.float64(29.07957190941265), 'average waiting time': np.float64(76.46829094973799), 'average System time': np.float64(105.54786285915064), 'Docotor mean service time': np.float64(6090.395762745261), 'Doctor utilization': np.float64(0.6042059288437759)}"
"{'seed': 50, 'average service time': np.float64(29.094391388989134), 'average waiting time': np.float64(76.71656297828999), 'average System time': np.float64(105.81095436727912), 'Docotor mean service time': np.float64(6167.872152535162), 'Doctor utilization': np.float64(0.61189207862452)}"
"{'seed': 51, 'average service time': np.float64(29.088710541636125), 'average waiting time': np.float64(77.02375794945773), 'average System time': np.float64(106.11246849109386), 'Docotor mean service time': np.float64(6117.095784647881), 'Doctor utilization': np.float64(0.6068547405404644)}"
"{'seed': 52, 'average service time': np.float64(29.132922030821966), 'average waiting time': np.float64(77.89168821659287), 'average System time': np.float64(107.02461024741483), 'Docotor mean service time': np.float64(6680.480773475852), 'Doctor utilization': np.float64(0.6627461084797471)}"
"{'seed': 53, 'average service time': np.float64(29.15472719803591), 'average waiting time': np.float64(78.4845901737884), 'average System time': np.float64(107.63931737182432), 'Docotor mean service time': np.float64(6454.6937289575635), 'Doctor utilization': np.float64(0.6403466000949963)}"
"{'seed': 54, 'average service time': np.float64(29.159883187050585), 'average waiting time': np.float64(78.93871500140602), 'average System time': np.float64(108.09859818845662), 'Docotor mean service time': np.float64(6287.519063917042), 'Doctor utilization': np.float64(0.623761811896532)}"
"{'seed': 55, 'average service time': np.float64(29.20010456818713), 'average waiting time': np.float64(79.77245949520392), 'average System time': np.float64(108.97256406339106), 'Docotor mean service time': np.float64(6723.257577298873), 'Doctor utilization': np.float64(0.6669898390177453)}"
"{'seed': 56, 'average service time': np.float64(29.217704487791305), 'average waiting time': np.float64(76.65779876880448), 'average System time': np.float64(105.87550325659579), 'Docotor mean service time': np.float64(5888.73775856235), 'Doctor utilization': np.float64(0.5842001744605507)}"
"{'seed': 57, 'average service time': np.float64(29.22116951132897), 'average waiting time': np.float64(76.04462854871123), 'average System time': np.float64(105.26579806004021), 'Docotor mean service time': np.float64(6184.074550122025), 'Doctor utilization': np.float64(0.6134994593375025)}"
"{'seed': 58, 'average service time': np.float64(29.216888397288077), 'average waiting time': np.float64(76.44468237557498), 'average System time': np.float64(105.66157077286306), 'Docotor mean service time': np.float64(5942.779654732973), 'Doctor utilization': np.float64(0.5895614736838267)}"
"{'seed': 59, 'average service time': np.float64(29.222325171083966), 'average waiting time': np.float64(77.42097047041686), 'average System time': np.float64(106.64329564150083), 'Docotor mean service time': np.float64(6525.9543538489925), 'Doctor utilization': np.float64(0.6474161065326381)}"
"{'seed': 60, 'average service time': np.float64(29.229275583136562), 'average waiting time': np.float64(78.3895183555115), 'average System time': np.float64(107.61879393864805), 'Docotor mean service time': np.float64(5612.571346385335), 'Doctor utilization': np.float64(0.5568027129350531)}"
"{'seed': 61, 'average service time': np.float64(29.231361204600137), 'average waiting time': np.float64(78.14867718408502), 'average System time': np.float64(107.38003838868516), 'Docotor mean service time': np.float64(5808.835227455197), 'Doctor utilization': np.float64(0.5762733360570632)}"
"{'seed': 62, 'average service time': np.float64(29.229601971500305), 'average waiting time': np.float64(78.63115668461452), 'average System time': np.float64(107.86075865611483), 'Docotor mean service time': np.float64(5992.437446476171), 'Doctor utilization': np.float64(0.5944878419123187)}"
"{'seed': 63, 'average service time': np.float64(29.248462938210526), 'average waiting time': np.float64(79.84115301196418), 'average System time': np.float64(109.0896159501747), 'Docotor mean service time': np.float64(6433.7495907831035), 'Doctor utilization': np.float64(0.6382688086094348)}"
"{'seed': 64, 'average service time': np.float64(29.25357416583289), 'average waiting time': np.float64(80.74819014587067), 'average System time': np.float64(110.00176431170355), 'Docotor mean service time': np.float64(6475.531248482758), 'Doctor utilization': np.float64(0.6424138143336069)}"
"{'seed': 65, 'average service time': np.float64(29.26231101812218), 'average waiting time': np.float64(81.19880348015305), 'average System time': np.float64(110.46111449827522), 'Docotor mean service time': np.float64(6335.170494694501), 'Doctor utilization': np.float64(0.6284891363784227)}"
"{'seed': 66, 'average service time': np.float64(29.269035842132375), 'average waiting time': np.float64(81.85297112907331), 'average System time': np.float64(111.12200697120568), 'Docotor mean service time': np.float64(6462.624377569207), 'Doctor utilization': np.float64(0.6411333707905961)}"
"{'seed': 67, 'average service time': np.float64(29.25958937162433), 'average waiting time': np.float64(81.85885881882493), 'average System time': np.float64(111.11844819044924), 'Docotor mean service time': np.float64(6449.755165279465), 'Doctor utilization': np.float64(0.6398566632221692)}"
"{'seed': 68, 'average service time': np.float64(29.272541971024662), 'average waiting time': np.float64(81.36288952663587), 'average System time': np.float64(110.63543149766053), 'Docotor mean service time': np.float64(6128.498912338854), 'Doctor utilization': np.float64(0.6079860032082196)}"
"{'seed': 69, 'average service time': np.float64(29.270214526398533), 'average waiting time': np.float64(81.8130680596065), 'average System time': np.float64(111.08328258600504), 'Docotor mean service time': np.float64(6112.819286695357), 'Doctor utilization': np.float64(0.6064304847912061)}"
"{'seed': 70, 'average service time': np.float64(29.263815047540376), 'average waiting time': np.float64(81.89279086501729), 'average System time': np.float64(111.15660591255768), 'Docotor mean service time': np.float64(6109.30353589031), 'Doctor utilization': np.float64(0.6060816999891181)}"
"{'seed': 71, 'average service time': np.float64(29.254250994416893), 'average waiting time': np.float64(82.6125325905435), 'average System time': np.float64(111.8667835849604), 'Docotor mean service time': np.float64(6286.638874205581), 'Doctor utilization': np.float64(0.6236744914886487)}"
"{'seed': 72, 'average service time': np.float64(29.248455391558267), 'average waiting time': np.float64(82.49039349706912), 'average System time': np.float64(111.73884888862736), 'Docotor mean service time': np.float64(6282.114940858215), 'Doctor utilization': np.float64(0.6232256885772041)}"
"{'seed': 73, 'average service time': np.float64(29.224478226187987), 'average waiting time': np.float64(82.40173568893951), 'average System time': np.float64(111.62621391512751), 'Docotor mean service time': np.float64(5650.130989939087), 'Doctor utilization': np.float64(0.5605288680495126)}"
"{'seed': 74, 'average service time': np.float64(29.21252586138978), 'average waiting time': np.float64(82.38552339829009), 'average System time': np.float64(111.59804925967987), 'Docotor mean service time': np.float64(5556.223694175689), 'Doctor utilization': np.float64(0.551212668072985)}"
"{'seed': 75, 'average service time': np.float64(29.20243795818964), 'average waiting time': np.float64(82.25801923174787), 'average System time': np.float64(111.46045718993751), 'Docotor mean service time': np.float64(5879.285906127911), 'Doctor utilization': np.float64(0.5832624906872927)}"
"{'seed': 76, 'average service time': np.float64(29.21864736145487), 'average waiting time': np.float64(82.70247688697653), 'average System time': np.float64(111.9211242484314), 'Docotor mean service time': np.float64(6419.3772229465485), 'Doctor utilization': np.float64(0.6368429784669194)}"
"{'seed': 77, 'average service time': np.float64(29.21640218075419), 'average waiting time': np.float64(83.51701892017347), 'average System time': np.float64(112.73342110092767), 'Docotor mean service time': np.float64(6730.020638556256), 'Doctor utilization': np.float64(0.6676607776345491)}"
"{'seed': 78, 'average service time': np.float64(29.21154310415526), 'average waiting time': np.float64(83.78984423179739), 'average System time': np.float64(113.00138733595264), 'Docotor mean service time': np.float64(5908.250853204072), 'Doctor utilization': np.float64(0.5861359973416738)}"
"{'seed': 79, 'average service time': np.float64(29.211731386836096), 'average waiting time': np.float64(83.69400641334411), 'average System time': np.float64(112.9057378001802), 'Docotor mean service time': np.float64(5903.912705275402), 'Doctor utilization': np.float64(0.5857056255233534)}"
"{'seed': 80, 'average service time': np.float64(29.21653366001864), 'average waiting time': np.float64(82.58142022206755), 'average System time': np.float64(111.79795388208619), 'Docotor mean service time': np.float64(6578.890530952631), 'Doctor utilization': np.float64(0.6526677114040309)}"
"{'seed': 81, 'average service time': np.float64(29.195749519574857), 'average waiting time': np.float64(82.56781288200003), 'average System time': np.float64(111.76356240157486), 'Docotor mean service time': np.float64(5641.040662516386), 'Doctor utilization': np.float64(0.559627049852816)}"
"{'seed': 82, 'average service time': np.float64(29.205675581268636), 'average waiting time': np.float64(82.77989418575156), 'average System time': np.float64(111.98556976702021), 'Docotor mean service time': np.float64(6375.230689758107), 'Doctor utilization': np.float64(0.6324633620791773)}"
"{'seed': 83, 'average service time': np.float64(29.21148326547098), 'average waiting time': np.float64(82.9026298243163), 'average System time': np.float64(112.11411308978728), 'Docotor mean service time': np.float64(6096.034108562685), 'Doctor utilization': np.float64(0.6047652885478854)}"
"{'seed': 84, 'average service time': np.float64(29.211876389801713), 'average waiting time': np.float64(82.68819238461985), 'average System time': np.float64(111.90006877442156), 'Docotor mean service time': np.float64(6007.093514717499), 'Doctor utilization': np.float64(0.5959418169362598)}"
"{'seed': 85, 'average service time': np.float64(29.220955849749075), 'average waiting time': np.float64(82.80894595330561), 'average System time': np.float64(112.02990180305466), 'Docotor mean service time': np.float64(6024.6600998909735), 'Doctor utilization': np.float64(0.5976845337193426)}"
"{'seed': 86, 'average service time': np.float64(29.243785386197754), 'average waiting time': np.float64(83.36555034707638), 'average System time': np.float64(112.60933573327415), 'Docotor mean service time': np.float64(6573.010536638346), 'Doctor utilization': np.float64(0.6520843786347565)}"
"{'seed': 87, 'average service time': np.float64(29.244039636354334), 'average waiting time': np.float64(82.36180562313564), 'average System time': np.float64(111.60584525949), 'Docotor mean service time': np.float64(6479.297594763114), 'Doctor utilization': np.float64(0.642787459797928)}"
"{'seed': 88, 'average service time': np.float64(29.236453287181824), 'average waiting time': np.float64(82.36882095499801), 'average System time': np.float64(111.60527424217983), 'Docotor mean service time': np.float64(6139.049453889976), 'Doctor utilization': np.float64(0.6090326839176563)}"
"{'seed': 89, 'average service time': np.float64(29.233020959410624), 'average waiting time': np.float64(82.96123652373846), 'average System time': np.float64(112.1942574831491), 'Docotor mean service time': np.float64(6337.527854306652), 'Doctor utilization': np.float64(0.6287230014193108)}"
"{'seed': 90, 'average service time': np.float64(29.227989818144266), 'average waiting time': np.float64(83.15262189957559), 'average System time': np.float64(112.38061171771986), 'Docotor mean service time': np.float64(6100.681783690523), 'Doctor utilization': np.float64(0.6052263674296154)}"
"{'seed': 91, 'average service time': np.float64(29.225651366292734), 'average waiting time': np.float64(83.03656590471117), 'average System time': np.float64(112.26221727100392), 'Docotor mean service time': np.float64(5788.485614318263), 'Doctor utilization': np.float64(0.5742545252299864)}"
"{'seed': 92, 'average service time': np.float64(29.22041877682975), 'average waiting time': np.float64(83.04480134733622), 'average System time': np.float64(112.26522012416598), 'Docotor mean service time': np.float64(5795.04478447104), 'Doctor utilization': np.float64(0.5749052365546666)}"
"{'seed': 93, 'average service time': np.float64(29.23731927601267), 'average waiting time': np.float64(83.48147429681569), 'average System time': np.float64(112.71879357282836), 'Docotor mean service time': np.float64(6073.88856247336), 'Doctor utilization': np.float64(0.6025683097691825)}"
"{'seed': 94, 'average service time': np.float64(29.217444105497705), 'average waiting time': np.float64(83.46060051109814), 'average System time': np.float64(112.67804461659586), 'Docotor mean service time': np.float64(6098.154425328043), 'Doctor utilization': np.float64(0.6049756374333375)}"
"{'seed': 95, 'average service time': np.float64(29.210616533630823), 'average waiting time': np.float64(83.40546662421553), 'average System time': np.float64(112.61608315784635), 'Docotor mean service time': np.float64(5489.112893877532), 'Doctor utilization': np.float64(0.5445548505830885)}"
"{'seed': 96, 'average service time': np.float64(29.2155705416975), 'average waiting time': np.float64(83.43673993644553), 'average System time': np.float64(112.65231047814304), 'Docotor mean service time': np.float64(5873.24901868157), 'Doctor utilization': np.float64(0.5826635931231717)}"
"{'seed': 97, 'average service time': np.float64(29.218400673423897), 'average waiting time': np.float64(83.41883826577997), 'average System time': np.float64(112.6372389392039), 'Docotor mean service time': np.float64(6123.571457526357), 'Doctor utilization': np.float64(0.6074971684053926)}"
"{'seed': 98, 'average service time': np.float64(29.216759070985205), 'average waiting time': np.float64(83.57476522246324), 'average System time': np.float64(112.79152429344843), 'Docotor mean service time': np.float64(5897.116462190953), 'Doctor utilization': np.float64(0.5850313950586263)}"
"{'seed': 99, 'average service time': np.float64(29.21466947634312), 'average waiting time': np.float64(83.76645491116474), 'average System time': np.float64(112.98112438750786), 'Docotor mean service time': np.float64(6021.40820089354), 'Doctor utilization': np.float64(0.5973619246918194)}"
